"Año","Municipios","Subregión","Area en Pasto de Corte (Hectarea)","Area en Pasto Natural (Hectarea)","Area en Pasto Mejorado (Hectarea)","Area en Pasto Cultivo Forrajero (Hectarea)","Área en Pasto Sistema Silvopastoril (Hectárea)","Total (Hectareas)"
"2,013","San Benito Abad","San Jorge","30.00","35,000.00","22,000.00","null","null","57,030.00"
"2,013","San Juan de Betulia","Sabanas","39.00","18,217.00","44.00","null","null","18,300.00"
"2,013","San Marcos","San Jorge","620.00","32,480.00","37,825.00","320.00","null","71,245.00"
"2,013","San Onofre","Morrosquillo","1,100.00","72,900.00","3,750.00","80.00","2,900.00","80,730.00"
"2,013","San Pedro","Sabanas","412.00","17,793.00","137.00","null","25.00","18,367.00"
"2,013","San Luis de Sincé","Sabanas","260.00","35,525.00","85.00","120.00","10.00","36,000.00"
"2,013","Sucre","Mojana","10.00","59,490.00","4,500.00","null","null","64,000.00"
"2,013","Santiago de Tolú","Golfo de Morrosquillo","180.00","19,510.00","6,750.00","null","null","26,440.00"
"2,013","Toluviejo","Golfo de Morrosquillo","260.00","20,343.00","3,000.00","200.00","50.00","23,853.00"
"2,014","Sincelejo","Montes de María","401.00","22,400.00","600.00","null","null","23,401.00"
"2,014","Buenavista","Sabanas","202.00","8,900.00","295.00","1.00","63.00","9,461.00"
"2,014","Caimito","San Jorge","null","8,381.00","18,350.00","null","null","26,731.00"
"2,014","Chalán","Montes de María","17.00","1,938.00","22.50","null","null","1,977.50"
"2,014","Colosó","Montes de María","120.00","7,020.00","110.00","null","72.00","7,322.00"
"2,014","Corozal","Sabanas","150.00","19,692.00","3,220.00","120.00","4.00","23,186.00"
"2,014","Coveñas","Morrosquillo","10.00","1,310.00","500.00","15.00","null","1,835.00"
"2,014","El Roble","Sabanas","25.00","16,000.00","null","null","null","16,025.00"
"2,014","Galeras","Sabanas","250.00","29,300.00","null","null","null","29,550.00"
"2,014","Guaranda","Mojana","null","14,800.00","6,700.00","null","null","21,500.00"
"2,014","La Unión","San Jorge","27.00","20,050.00","1,328.00","null","null","21,405.00"
"2,014","Los Palmitos","Sabanas","90.00","13,550.00","300.00","100.00","40.00","14,080.00"
"2,014","Majagual","Mojana","20.00","54,500.00","9,500.00","null","null","64,020.00"
"2,014","Morroa","Montes de María","330.00","15,000.00","1,250.00","null","3.00","16,583.00"
"2,014","Ovejas","Montes de María","180.00","13,000.00","300.00","50.00","50.00","13,580.00"
"2,014","Sampués","Sabanas","300.00","14,950.00","300.00","50.00","200.00","15,800.00"
"2,014","San Antonio de Palmito","Morrosquillo","80.00","9,062.00","7,504.00","5.00","50.00","16,701.00"
"2,014","San Benito Abad","San Jorge","40.00","40,000.00","25,000.00","null","null","65,040.00"
"2,014","San Juan de Betulia","Sabanas","35.00","18,525.00","40.00","null","null","18,600.00"
"2,014","San Marcos","San Jorge","650.00","30,150.00","35,750.00","650.00","null","67,200.00"
"2,014","San Onofre","Morrosquillo","1,100.00","72,900.00","3,750.00","100.00","3,000.00","80,850.00"
"2,014","San Pedro","Sabanas","432.00","17,918.00","142.00","null","18.00","18,510.00"
"2,014","San Luis de Sincé","Sabanas","320.00","35,370.00","130.00","165.00","15.00","36,000.00"
"2,014","Sucre","Mojana","20.00","59,480.00","4,500.00","null","null","64,000.00"
"2,014","Santiago de Tolú","Golfo de Morrosquillo","200.00","20,100.00","6,200.00","null","null","26,500.00"
"2,014","Toluviejo","Golfo de Morrosquillo","254.00","20,100.00","3,243.00","220.00","80.00","23,897.00"
"2,015","Sincelejo","Montes de María","401.00","22,400.00","600.00","null","null","23,401.00"
"2,015","Buenavista","Sabanas","210.00","8,890.00","290.00","4.00","63.00","9,457.00"
"2,015","Caimito","San Jorge","null","8,381.00","18,350.00","null","null","26,731.00"
"2,015","Chalán","Montes de María","19.00","1,955.00","28.50","null","null","2,002.50"
"2,015","Colosó","Montes de María","130.00","7,055.00","115.00","null","75.00","7,375.00"
"2,015","Corozal","Sabanas","150.00","19,692.00","3,220.00","120.00","4.00","23,186.00"
"2,015","Coveñas","Morrosquillo","15.00","1,315.00","500.00","15.00","null","1,845.00"
"2,015","El Roble","Sabanas","15.00","16,020.00","null","null","null","16,035.00"
"2,015","Galeras","Sabanas","350.00","28,935.00","null","null","null","29,285.00"
"2,015","Guaranda","Mojana","null","14,800.00","6,700.00","null","null","21,500.00"
"2,015","La Unión","San Jorge","27.00","20,050.00","1,328.00","null","null","21,405.00"
"2,015","Los Palmitos","Sabanas","85.00","13,550.00","180.00","80.00","15.00","13,910.00"
"2,015","Majagual","Mojana","25.00","59,500.00","15,000.00","null","null","74,525.00"
"2,015","Morroa","Montes de María","330.00","15,000.00","1,250.00","null","3.00","16,583.00"
"2,015","Ovejas","Montes de María","230.00","13,200.00","320.00","80.00","50.00","13,880.00"
"2,015","Sampués","Sabanas","280.00","14,980.00","300.00","40.00","200.00","15,800.00"
"2,015","San Antonio de Palmito","Morrosquillo","82.00","9,060.00","7,504.00","5.00","50.00","16,701.00"
"2,015","San Benito Abad","San Jorge","40.00","40,000.00","25,000.00","null","null","65,040.00"
"2,015","San Juan de Betulia","Sabanas","35.00","18,425.00","40.00","null","null","18,500.00"
"2,015","San Marcos","San Jorge","700.00","30,000.00","35,000.00","1,400.00","null","67,100.00"
"2,015","San Onofre","Morrosquillo","1,200.00","72,500.00","4,000.00","150.00","3,000.00","80,850.00"
"2,015","San Pedro","Sabanas","521.00","17,851.00","165.00","null","48.00","18,585.00"
"2,015","San Luis de Sincé","Sabanas","380.00","36,260.00","160.00","180.00","20.00","37,000.00"
"2,015","Sucre","Mojana","null","83,000.00","2,000.00","null","null","85,000.00"
"2,015","Santiago de Tolú","Golfo de Morrosquillo","220.00","20,150.00","6,400.00","null","null","26,770.00"
"2,015","Toluviejo","Golfo de Morrosquillo","274.00","21,708.00","3,502.00","238.00","86.00","25,808.00"
"2,016","Buenavista","Sabanas","215.00","8,873.00","300.00","6.00","63.00","9,457.00"
"2,016","Caimito","San Jorge","null","8,381.00","18,350.00","null","null","26,731.00"
"2,016","Chalán","Montes de María","25.00","1,955.00","30.50","null","null","2,010.50"
"2,016","Colosó","Montes de María","20.00","2,000.00","10.00","null","80.00","2,110.00"
"2,016","Corozal","Sabanas","150.00","19,642.00","3,220.00","120.00","4.00","23,136.00"
"2,016","Coveñas","Golfo de Morrosquillo","16.00","1,315.00","500.00","16.00","null","1,847.00"
"2,016","El Roble","Sabanas","15.00","16,020.00","null","null","null","16,035.00"
"2,016","Galeras","Sabanas","362.00","28,397.00","null","null","null","28,759.00"
"2,016","Guaranda","Mojana","25.00","14,700.00","4,055.00","null","null","18,780.00"
"2,016","La Unión","San Jorge","39.75","14,271.20","1,373.00","1.00","null","15,684.95"
"2,016","Los Palmitos","Sabanas","270.00","15,500.00","250.00","170.00","null","16,190.00"
"2,016","Majagual","Mojana","15.00","64,500.00","15,000.00","null","null","79,515.00"
"2,016","Morroa","Montes de María","385.00","14,945.00","1,250.00","null","3.00","16,583.00"
"2,016","Ovejas","Montes de María","260.00","13,200.00","330.00","90.00","60.00","13,940.00"
"2,016","Sampués","Sabanas","330.00","14,480.00","400.00","30.00","250.00","15,490.00"
"2,016","San Antonio de Palmito","Golfo de Morrosquillo","85.00","9,000.00","7,500.00","10.00","50.00","16,645.00"
"2,016","San Benito Abad","San Jorge","60.00","41,000.00","30,000.00","50.00","null","71,110.00"
"2,016","San Juan de Betulia","Sabanas","25.00","18,437.00","30.00","6.00","6.00","18,504.00"
"2,016","San Marcos","San Jorge","790.00","30,000.00","34,000.00","1,600.00","96.00","66,486.00"
"2,016","San Onofre","Golfo de Morrosquillo","1,250.00","72,600.00","4,020.00","170.00","3,050.00","81,090.00"
"2,016","San Pedro","Sabanas","610.00","17,762.00","100.00","null","113.00","18,585.00"
"2,016","San Luis de Sincé","Sabanas","450.00","36,160.00","175.00","165.00","30.00","36,980.00"
"2,016","Sincelejo","Sabanas","432.00","22,700.00","541.00","null","null","23,673.00"
"2,016","Sucre","Mojana","null","83,000.00","2,000.00","null","null","85,000.00"
"2,016","Santiago de Tolú","Golfo de Morrosquillo","250.00","20,200.00","7,000.00","null","null","27,450.00"
"2,016","Toluviejo","Golfo de Morrosquillo","282.00","20,708.00","3,502.00","498.00","86.00","25,076.00"
"2,017","Buenavista","Sabanas","240.00","8,848.00","315.00","8.00","70.00","9,481.00"
"2,017","Caimito","San Jorge","null","8,381.00","18,350.00","null","null","26,731.00"
"2,017","Chalán","Montes de María","28.00","1,942.00","33.00","null","null","2,003.00"
"2,017","Colosó","Montes de María","18.00","1,800.00","15.00","null","60.00","1,893.00"
"2,017","Corozal","Sabanas","146.00","19,642.00","3,230.00","110.00","4.00","23,132.00"
"2,017","Coveñas","Morrosquillo","16.00","1,315.00","500.00","16.00","null","1,847.00"
"2,017","El Roble","Sabanas","15.00","16,020.00","null","null","null","16,035.00"
"2,017","Galeras","Sabanas","370.00","27,947.00","450.00","null","null","28,767.00"
"2,017","Guaranda","Mojana","20.00","14,800.00","5,500.00","null","null","20,320.00"
"2,017","La Unión","San Jorge","39.75","14,521.20","1,373.00","1.00","null","15,934.95"
"2,017","Los Palmitos","Sabanas","340.00","17,050.00","350.00","270.00","null","18,010.00"
"2,017","Majagual","Mojana","25.00","59,500.00","20,000.00","null","null","79,525.00"
"2,017","Morroa","Montes de María","385.00","14,945.00","1,250.00","null","3.00","16,583.00"
"2,017","Ovejas","Montes de María","300.00","13,200.00","330.00","115.00","80.00","14,025.00"
"2,017","Sampués","Sabanas","330.00","14,500.00","400.00","35.00","250.00","15,515.00"
"2,017","San Antonio de Palmito","Morrosquillo","95.00","8,990.00","7,600.00","15.00","55.00","16,755.00"
"2,017","San Benito Abad","San Jorge","60.00","41,000.00","30,000.00","null","null","71,060.00"
"2,017","San Juan de Betulia","Sabanas","23.00","18,440.00","29.00","7.00","5.00","18,504.00"
"2,017","San Marcos","San Jorge","796.00","30,000.00","34,000.00","1,610.00","94.00","66,500.00"
"2,017","San Onofre","Morrosquillo","1,300.00","72,800.00","4,030.00","180.00","3,100.00","81,410.00"
"2,017","San Pedro","Sabanas","610.00","17,762.00","100.00","null","113.00","18,585.00"
"2,017","San Luis de Sincé","Sabanas","480.00","36,085.00","190.00","175.00","35.00","36,965.00"
"2,017","Sincelejo","Sabanas","486.00","22,730.00","526.00","null","null","23,742.00"
"2,017","Sucre","Mojana","null","83,000.00","2,200.00","null","null","85,200.00"
"2,017","Santiago de Tolú","Golfo de Morrosquillo","270.00","20,200.00","7,250.00","null","null","27,720.00"
"2,017","Toluviejo","Golfo de Morrosquillo","274.00","20,700.00","3,529.00","326.00","108.00","24,937.00"
"2,018","Buenavista","Sabanas","295.00","9,225.00","340.00","16.00","85.00","9,961.00"
"2,018","Caimito","San Jorge","null","8,381.00","18,350.00","null","null","26,731.00"
"2,018","Chalán","Montes de María","31.50","1,948.00","42.00","null","null","2,021.50"
"2,018","Colosó","Montes de María","15.00","1,800.00","15.00","null","60.00","1,890.00"
"2,018","Corozal","Sabanas","146.00","19,642.00","3,238.00","110.00","4.00","23,140.00"
"2,018","Coveñas","Morrosquillo","18.00","1,320.00","500.00","17.00","null","1,855.00"
"2,018","El Roble","Sabanas","20.00","16,100.00","null","null","null","16,120.00"
"2,018","Galeras","Sabanas","370.00","27,947.00","450.00","null","null","28,767.00"
"2,018","Guaranda","Mojana","20.00","14,600.00","5,300.00","null","null","19,920.00"
"2,018","La Unión","San Jorge","40.00","14,500.00","1,375.00","null","null","15,915.00"
"2,018","Los Palmitos","Sabanas","550.00","16,840.00","350.00","270.00","null","18,010.00"
"2,018","Majagual","Mojana","28.00","59,500.00","20,000.00","null","null","79,528.00"
"2,018","Morroa","Montes de María","385.00","14,945.00","1,250.00","null","3.00","16,583.00"
"2,018","Ovejas","Montes de María","340.00","13,000.00","300.00","150.00","80.00","13,870.00"
"2,018","Sampués","Sabanas","118.00","13,012.00","100.00","20.00","250.00","13,500.00"
"2,018","San Antonio de Palmito","Morrosquillo","100.00","12,000.00","8,000.00","16.00","55.00","20,171.00"
"2,018","San Benito Abad","San Jorge","60.00","41,000.00","30,000.00","null","null","71,060.00"
"2,018","San Juan de Betulia","Sabanas","23.00","18,470.00","25.00","3.00","5.00","18,526.00"
"2,018","San Marcos","San Jorge","800.00","30,000.00","34,000.00","1,610.00","94.00","66,504.00"
"2,018","San Onofre","Golfo de Morrosquillo","1,300.00","72,800.00","4,030.00","180.00","3,100.00","81,410.00"
"2,018","San Pedro","Sabanas","610.00","17,762.00","100.00","null","113.00","18,585.00"
"2,018","San Luis de Sincé","Sabanas","520.00","36,005.00","220.00","170.00","45.00","36,960.00"
"2,018","Sincelejo","Sabanas","486.00","22,730.00","526.00","null","null","23,742.00"
"2,018","Sucre","Mojana","null","83,000.00","2,200.00","null","null","85,200.00"
"2,018","Santiago de Tolú","Golfo de Morrosquillo","290.00","20,200.00","8,200.00","null","null","28,690.00"
"2,018","Toluviejo","Golfo de Morrosquillo","305.00","21,800.00","2,430.00","349.00","116.00","25,000.00"
